"","Date","Open","High","Low","Close","Volume","Adj.Close"
"118","2006-04-03",63.670002,72.050003,61.050003,70.389999,274727800,9.31249
"119","2006-03-01",68.839996,69.989998,57.669998,62.720001,260956400,8.29776
"120","2006-02-01",74.949997,76.459999,62.899998,68.489998,263522000,9.061122
"121","2006-01-03",72.380005,86.400002,70.870003,75.510002,284898900,9.989858
"122","2005-12-01",68.950005,75.459999,68.809998,71.889999,162957400,9.510938
"123","2005-11-01",57.240002,71.07,56.869999,67.82,167286900,8.972482
"124","2005-10-03",54.16,57.98,47.870003,57.590004,233146300,7.619069
"125","2005-09-01",47,54.560001,46.09,53.610001,153326200,7.092521
"126","2005-08-01",42.57,48.330002,42.02,46.889999,106562600,6.203475
"127","2005-07-01",36.829998,44.380001,36.290001,42.650002,133204000,5.64253
"128","2005-06-01",39.889999,40.760002,35.519997,36.810001,133472500,4.869907
"129","2005-05-02",36.209999,40.939999,33.110001,39.759998,157886900,5.260187
"130","2005-04-01",42.09,44.450001,34,36.060001,238656500,4.770683
"131","2005-03-01",44.989998,45.110001,38.830002,41.669998,174000600,5.512877
"132","2005-02-01",77.050003,90.879997,43.960003,44.860001,290796800,5.934909
"133","2005-01-03",64.779999,77.889999,62.599998,76.899994,342366700,5.086876
"134","2004-12-01",67.790001,67.949997,61.600002,64.400002,184400000,4.260011
"135","2004-11-01",52.5,69.57,52.040001,67.050003,219858600,4.435306
"136","2004-10-01",39.120003,53.200001,37.650002,52.400002,201245000,3.46622
"137","2004-09-01",34.299999,39.27,34.190002,38.75,96410900,2.563283
"138","2004-08-02",31.18,35.18,29.699999,34.489998,95317300,2.281487
"139","2004-07-01",32.099998,33.629997,28.74,32.34,118328600,2.139266
"140","2004-06-01",27.790001,34.190002,27.609999,32.540001,102384200,2.152496
"141","2004-05-03",26,28.780001,25.5,28.060001,68124900,1.856148
"142","2004-04-01",26.889999,29.58,25.49,25.779999,111865200,1.705327
"143","2004-03-01",24.099998,28.139999,23.599998,27.039999,130618300,1.788675
"144","2004-02-02",22.459999,24.099998,21.699999,23.92,70932400,1.58229
"145","2004-01-02",21.549999,24.84,21.18,22.560001,101413700,1.492327
"146","2003-12-01",21.039999,21.900002,19.25,21.370001,63958200,1.413609
"147","2003-11-03",22.83,23.299999,19.85,20.91,66450000,1.38318
"148","2003-10-01",20.709999,25.01,20.190001,22.889999,78895000,1.514156
"149","2003-09-02",22.66,23.32,20.150002,20.720001,67058400,1.370612
"150","2003-08-01",21,22.85,19.42,22.610001,54413300,1.495634
"151","2003-07-01",18.869999,21.57,18.51,21.08,62724200,1.394426
"152","2003-06-02",18.1,19.690001,16.630001,19.060001,75422400,1.260804
"153","2003-05-01",14.250001,19.01,14,17.950001,133265400,1.187379
"154","2003-04-01",14.2,14.95,12.72,14.22,98018000,0.940642
"155","2003-03-03",15.01,15.16,14.039999,14.139999,51012600,0.93535
"156","2003-02-03",14.41,15.299999,13.799999,15.01,56702600,0.9929
"157","2003-01-02",14.36,15.38,13.559999,14.36,76036400,0.949903
"158","2002-12-02",15.9,16.1,13.78,14.329999,56323400,0.947918
"159","2002-11-01",15.94,17.380001,15.01,15.499999,58439400,1.025313
"160","2002-10-01",14.59,16.440001,13.360001,16.07,75079000,1.063018
"161","2002-09-03",14.49,15.190001,14.049999,14.5,69119100,0.959164
"162","2002-08-01",15.110001,16.25,13.97,14.75,60740900,0.975701
"163","2002-07-01",17.709999,18.789999,13.799999,15.26,95785300,1.009437
"164","2002-06-03",23.389999,23.449999,15.98,17.719999,112223400,1.172164
"165","2002-05-01",24.290001,25.98,22.139999,23.299999,72064200,1.541277
"166","2002-04-01",23.379999,26.17,23,24.27,76179500,1.605442
"167","2002-03-01",21.93,25.299999,21.82,23.67,67837900,1.565752
"168","2002-02-01",24.34,25.98,20.940001,21.699999,109136300,1.435438
"169","2002-01-02",22.050001,24.73,20.25,24.719999,106950200,1.635209
"170","2001-12-03",21.059999,24.029999,20.09,21.900002,59595200,1.448668
"171","2001-11-01",17.65,21.549999,17.25,21.299999,67543500,1.408979
"172","2001-10-01",15.490001,19.42,14.830001,17.559999,84978200,1.161581
"173","2001-09-04",18.5,19.08,14.68,15.509999,98277200,1.025975
"174","2001-08-01",19.01,19.9,17.280001,18.550001,58111500,1.227068
"175","2001-07-02",23.639999,25.219999,17.85,18.789999,105834800,1.242944
"176","2001-06-01",20.130001,25.1,19.35,23.25,97067300,1.53797
"177","2001-05-01",25.41,26.700001,19.299999,19.949999,89901400,1.319677
"178","2001-04-02",22.09,27.119999,18.75,25.49,145672100,1.686144
"179","2001-03-01",17.8125,23.75,17.1875,22.07,127266000,1.459914
"180","2001-02-01",20.6875,21.9375,18,18.25,99105200,1.207224
"181","2001-01-02",14.875,22.5,14.4375,21.625,171906700,1.430477
"182","2000-12-01",17,17.5,13.625,14.875,118616300,0.98397
"183","2000-11-01",19.4375,23,16.125,16.5,110690100,1.091462
"184","2000-10-02",26.6875,26.75,17.5,19.5625,258996200,1.294044
"185","2000-09-01",61.3125,64.125,25.375,25.75,274232100,1.703343
"186","2000-08-01",50.3125,61.5,44.25,60.937504,65822600,4.030969
"187","2000-07-03",52.125,60.625,46.875,50.8125,73775800,3.361208
"188","2000-06-01",81.75,103.9375,50.3125,52.375,95776100,3.464566
"189","2000-05-01",124.874992,126.250008,81.75,84,116377900,2.778268
"190","2000-04-03",135.5,139.5,104.875,124.062508,117262900,4.10332
"191","2000-03-01",118.5625,150.375,114.000008,135.8125,98945500,4.491946
"192","2000-02-01",104,119.9375,97,114.625,96109300,3.791178
"193","2000-01-06",106.125,121.5,86.5,103.75,168093500,3.431491
