"","Date","Open","High","Low","Close","Volume","Adj.Close"
"1","2016-01-04",102.580002,103.18,91.790001,98.330002,6255200,98.330002
"2","2015-12-01",107.589996,108.269997,102.18,104.300003,3829800,104.300003
"3","2015-11-02",106.779999,108.57,103.690002,107.169998,2512700,106.562805
"4","2015-10-01",98.959999,107.279999,97.379997,106.529999,2440700,105.92643
"5","2015-09-01",99.949997,105.019997,96.370003,98.720001,4262400,98.160683
"6","2015-08-03",108.989998,109.339996,93,102.209999,4829500,101.116264
"7","2015-07-01",108.019997,110.209999,105.910004,108.839996,2831700,107.675316
"8","2015-06-01",109.800003,110.900002,106.650002,107.019997,2619800,105.874794
"9","2015-05-01",108.400002,110.68,107.010002,109.309998,2290800,107.678268
"10","2015-04-01",107.339996,110.279999,106.389999,107.910004,2884900,106.299179
"11","2015-03-02",109.110001,110.089996,105.980003,107.25,2763100,105.649025
"12","2015-02-02",103.489998,109.779999,102.25,109.019997,2912900,106.892044
"13","2015-01-02",106.489998,106.720001,102.419998,103.099998,3931800,101.087601
"14","2014-12-01",106.5,107.709999,101.800003,106,3830200,103.930992
"15","2014-11-03",104.190002,107.07,103.150002,106.599998,2143600,103.970833
"16","2014-10-01",101.110001,104.199997,93.580002,104.019997,3744700,101.45446
"17","2014-09-02",104.040001,104.589996,100.900002,101.239998,2113200,98.743027
"18","2014-08-01",99.550003,103.959999,98.559998,103.879997,2274900,100.857643
"19","2014-07-01",102.07,103,99.739998,99.739998,1683100,96.838097
"20","2014-06-02",99.800003,102.25,99.160004,101.769997,1827900,98.809036
"21","2014-05-01",97.410004,99.68,96.160004,99.580002,1564100,96.285194
"22","2014-04-01",97.889999,98.849998,94.029999,97.529999,2932500,94.303024
"23","2014-03-03",96.57,98.849998,95.690002,97.470001,2871000,94.24501
"24","2014-02-03",92.839996,97.860001,90.389999,97.400002,3096800,93.767403
"25","2014-01-02",95.760002,96.360001,92.18,92.879997,4205100,89.41597
"26","2013-12-02",94.059998,96,92.160004,95.919998,3466800,92.342598
"27","2013-11-01",91.440002,94.339996,90.599998,93.860001,2216800,89.885567
"28","2013-10-01",87.739998,92.400002,85.629997,91.389999,3069700,87.520157
"29","2013-09-03",85.769997,90.230003,84.839996,87.650002,2291400,83.938522
"30","2013-08-01",88.099998,88.690002,84.599998,84.769997,2159100,80.790039
"31","2013-07-01",83.290001,88,82.830002,87.419998,2242900,83.315628
"32","2013-06-03",84.449997,85.519997,80.190002,82.669998,3242400,78.788635
"33","2013-05-01",82.110001,87.089996,81.379997,84.269997,2009400,79.937103
"34","2013-04-01",80.949997,82.300003,78.93,82.260002,1861500,78.030457
"35","2013-03-01",77.959999,81.019997,77.510002,80.959999,1831700,76.797302
"36","2013-02-01",77.779999,79.160004,76.669998,78.239998,2125300,73.880135
"37","2013-01-02",74.529999,77.830002,74.5,77.25,2496400,72.945305
"38","2012-12-03",73.269997,74.879997,71.82,73.279999,3233800,69.196526
"39","2012-11-01",72.540001,73.629997,68.900002,72.879997,2138300,68.313339
"40","2012-10-01",73.989998,75.25,71.800003,72.32,1712700,67.788437
"41","2012-09-04",72.139999,75.910004,71.620003,73.650002,1735700,69.035095
"42","2012-08-01",70.669998,73.110001,69.029999,72.209999,1301200,67.357002
"43","2012-07-02",69.870003,71.050003,67.82,70.309998,1409800,65.584694
"44","2012-06-01",66.239998,69.989998,64.940002,69.699997,2113700,65.015686
"45","2012-05-01",71.800003,72.790001,66.300003,67.330002,1901500,62.487972
"46","2012-04-02",72.260002,73.059998,69.57,71.800003,1962000,66.636513
"47","2012-03-01",70.669998,72.989998,68.970001,72.260002,1861700,67.063431
"48","2012-02-01",68.129997,71.190002,68.029999,70.410004,2843800,65.067368
"49","2012-01-03",65.410004,68.599998,64.580002,67.559998,2081600,62.433613
"50","2011-12-01",63.950001,65.25,61.759998,64.300003,2190300,59.420986
"51","2011-11-01",62.400002,65.660004,59.450001,64.040001,1934200,58.846008
"52","2011-10-03",57.380001,66.349998,54.580002,64.279999,2951800,59.06654
"53","2011-09-01",62.810001,63.389999,57.130001,57.720001,3151400,53.038593
"54","2011-08-01",67.660004,67.760002,56.419998,62.779999,4882400,57.383682
"55","2011-07-01",68.43,70.419998,66.220001,66.849998,2636600,61.10384
"56","2011-06-01",69.769997,69.809998,65.18,68.400002,2357900,62.520611
"57","2011-05-02",71.040001,71.110001,67.889999,69.949997,1584900,63.666344
"58","2011-04-01",69.18,70.800003,67.07,70.699997,1567100,64.348969
"59","2011-03-01",68.940002,69,64.75,68.709999,2041800,62.537735
"60","2011-02-01",66.720001,69.629997,66.690002,68.709999,2355700,62.277084
"61","2011-01-03",65.360001,67.18,65.040001,66.260002,2076200,60.056469
"62","2010-12-01",61.919998,65.160004,61.919998,64.93,5161400,58.850986
"63","2010-11-01",61.040001,63.099998,60.32,61.029999,1561900,55.021801
"64","2010-10-01",58.849998,61.299999,57.849998,60.720001,1991800,54.742325
"65","2010-09-01",54.25,59.200001,54.25,58.369999,2114000,52.623669
"66","2010-08-02",57.16,57.650002,52.98,53.599998,1840600,48.074093
"67","2010-07-01",52.5,57.380001,51.459999,56.25,1964200,50.450893
"68","2010-06-01",55.43,58.130001,52.419998,52.560001,2379300,47.141315
"69","2010-05-03",61.150002,61.82,29.76,56.09,2890700,50.065388
"70","2010-04-01",60.009998,62.650002,59.630001,60.889999,1512600,54.349819
"71","2010-03-01",56.490002,60.169998,56.470001,59.59,2064600,53.189453
"72","2010-02-01",54.720001,56.720001,52.82,56.23,2206400,49.992073
"73","2010-01-04",56.860001,58.349998,54.279999,54.360001,2467600,48.329525
"74","2009-12-01",55.68,57.25,54.939999,56.369999,1740100,50.116539
"75","2009-11-02",52.470001,56.220001,51.799999,55.150002,2000200,48.721592
"76","2009-10-01",53.400002,55.849998,51.57,52.18,1893000,46.097778
"77","2009-09-01",51.419998,55.07,50.189999,53.59,1665800,47.343426
"78","2009-08-03",50.279999,52.709999,49.470001,51.700001,1745100,45.464161
"79","2009-07-01",46.5,50.32,43.599998,49.849998,1988300,43.837299
"80","2009-06-01",46.959999,48.310001,44.740002,46.27,2351600,40.689106
"81","2009-05-01",43.93,46.740002,43.59,46.330002,3310200,40.540195
"82","2009-04-01",39.110001,44.790001,38.950001,43.93,3882800,38.440121
"83","2009-03-02",36.040001,41.450001,33.259998,39.580002,6124800,34.633736
"84","2009-02-02",40.540001,43.650002,36.66,36.810001,7744000,31.987652
